"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Final Fantasy: The Spirits Within",2001,106,137000000,6.5,16451,"PG-13",1,1,0,0,0,0,0
"Finding Forrester",2000,136,43000000,7.3,13439,"PG-13",0,0,0,1,0,0,0
"Finding Nemo",2003,100,94000000,8.3,41846,"",0,1,1,1,0,0,0
"Finding Neverland",2004,106,NA,8.1,17715,"PG",0,0,0,1,0,0,0
"Finestra di fronte, La",2003,106,NA,7.6,1225,"R",0,0,0,1,0,1,0
"Fire Birds",1990,85,NA,4.2,1098,"",1,0,0,0,0,0,0
"Fire Down Below",1997,105,NA,4.3,2258,"R",1,0,0,1,0,0,0
"Fire in the Sky",1993,109,NA,6,1639,"",0,0,0,1,0,0,0
"Firefox",1982,136,21000000,5.5,3401,"",1,0,0,0,0,0,0
"Firestarter",1984,101,15000000,5.6,2839,"",0,0,0,0,0,0,0
"Firm, The",1993,154,42000000,6.6,14708,"R",0,0,0,1,0,0,0
"First Blood",1982,97,14000000,6.8,11956,"",1,0,0,1,0,0,0
"First Great Train Robbery, The",1979,110,6000000,6.9,1758,"",1,0,1,1,0,0,0
"First Kid",1996,101,NA,4.9,1043,"PG",0,0,1,0,0,0,0
"First Knight",1995,134,75000000,5.6,8708,"PG-13",0,0,0,1,0,1,0
"First Wives Club, The",1996,103,26000000,5.6,6434,"",0,0,1,0,0,0,0
"Fish Called Wanda, A",1988,108,7500000,7.7,25035,"",0,0,1,0,0,0,0
"Fisher King, The",1991,137,24000000,7.4,11952,"",0,0,1,1,0,1,0
"Fitzcarraldo",1982,158,NA,7.7,2202,"",0,0,0,1,0,0,0
"Five Easy Pieces",1970,96,NA,7.4,3894,"",0,0,0,1,0,0,0
"Five Senses, The",1999,106,NA,6.9,1201,"R",0,0,0,1,0,0,0
"Flamingo Kid, The",1984,100,NA,6.1,1039,"",0,0,1,1,0,0,0
"Flash Gordon",1980,111,35000000,5.7,5626,"",1,0,0,0,0,0,0
"Flashdance",1983,95,NA,5.5,4568,"",0,0,0,1,0,1,0
"Flatliners",1990,110,NA,6.3,9830,"",0,0,0,0,0,0,0
"Flawless",1999,112,27000000,6.1,3287,"R",0,0,1,1,0,0,0
"Fled",1996,105,NA,5,1943,"R",1,0,1,0,0,1,0
"Flesh & Blood",1985,117,6500000,6.3,2047,"",1,0,0,1,0,0,0
"Flesh and Bone",1993,116,NA,6.3,1175,"",0,0,0,1,0,1,0
"Fletch",1985,94,NA,6.6,7562,"",0,0,1,0,0,0,0
"Fletch Lives",1989,95,NA,5.4,2670,"",0,0,1,0,0,0,0
"Flight of the Intruder",1991,115,NA,5.2,1004,"",1,0,0,0,0,0,0
"Flight of the Navigator",1986,90,NA,6.4,3089,"",0,0,0,0,0,0,0
"Flight of the Phoenix",2004,113,45000000,6,2732,"PG-13",1,0,0,0,0,0,0
"Flight of the Phoenix, The",1965,142,NA,7.6,2545,"",1,0,0,1,0,0,0
"Flintstones in Viva Rock Vegas, The",2000,90,58000000,3.7,1712,"PG",0,0,1,0,0,0,0
"Flintstones, The",1994,91,45000000,4.5,8704,"",0,0,1,0,0,0,0
"Flirting",1991,110,NA,7.2,1437,"",0,0,0,1,0,0,0
"Flirting with Disaster",1996,92,7000000,7,3986,"",0,0,1,0,0,0,0
"Flor de mi secreto, La",1995,103,NA,7.1,1163,"R",0,0,0,1,0,0,0
"Flubber",1997,90,NA,4.6,5102,"PG",0,0,1,0,0,0,0
"Fly Away Home",1996,110,NA,6.9,3027,"PG",0,0,0,1,0,0,0
"Fly II, The",1989,105,NA,4.3,2599,"",0,0,0,0,0,0,0
"Fly, The",1958,94,500000,6.8,2052,"",0,0,0,0,0,0,0
"Fly, The",1986,92,15000000,7,9914,"",0,0,0,1,0,0,0
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003,107,NA,8.4,3416,"PG-13",0,0,0,0,1,0,0
"Fog, The",1980,89,1000000,6.5,4618,"",0,0,0,0,0,0,0
"Following",1998,69,6000,7.6,3197,"R",0,0,0,0,0,0,0
"Fong Sai-Yuk",1993,100,NA,7,1337,"R",1,0,1,0,0,0,0
"Fools Rush In",1997,109,NA,5.8,5225,"PG-13",0,0,1,1,0,1,0
"Football Factory, The",2004,91,NA,6.5,1164,"",0,0,0,1,0,0,0
"Footloose",1984,107,NA,5.9,5914,"",0,0,0,1,0,0,0
"For Love of the Game",1999,137,50000000,6.1,5782,"PG-13",0,0,0,1,0,1,0
"For Love or Money",1993,96,NA,5.8,1662,"",0,0,1,0,0,1,0
"For Richer or Poorer",1997,115,NA,5.3,1710,"PG-13",0,0,1,0,0,0,0
"For Whom the Bell Tolls",1943,168,3000000,7.2,1010,"",0,0,0,1,0,1,0
"For Your Eyes Only",1981,127,28000000,6.7,8061,"",1,0,0,0,0,0,0
"For the Birds",2000,3,NA,8,2310,"",0,1,1,0,0,0,1
"Forbidden Planet",1956,98,1900000,7.7,6736,"",0,0,0,1,0,0,0
"Forbrydelsens element",1984,104,NA,6.2,1189,"",0,0,0,1,0,0,0
"Force 10 from Navarone",1978,118,NA,5.9,2275,"",1,0,0,0,0,0,0
"Forces of Nature",1999,105,NA,5.3,7285,"PG-13",0,0,1,0,0,1,0
"Foreign Correspondent",1940,115,NA,7.7,1975,"",0,0,0,0,0,0,0
"Forever Young",1992,102,NA,6,6453,"",0,0,0,0,0,1,0
"Forget Paris",1995,101,NA,6.2,2874,"PG-13",0,0,1,0,0,1,0
"Forgotten Silver",1995,53,NA,7.5,1302,"",0,0,1,0,0,0,0
"Forgotten, The",2004,94,42000000,5.8,8234,"PG-13",0,0,0,1,0,0,0
"Forrest Gump",1994,142,55000000,8.2,89722,"PG-13",0,0,1,1,0,0,0
"Forsaken, The",2001,90,5000000,5.1,1928,"R",0,0,0,0,0,0,0
"Fort Apache",1948,125,2500000,7.6,1865,"",0,0,0,0,0,0,0
"Fortress",1993,95,12000000,5.3,2577,"",1,0,0,0,0,0,0
"Fortress 2",1999,92,11000000,4.2,1027,"R",1,0,0,0,0,0,0
"Fortune Cookie, The",1966,125,3705000,7.4,1504,"",0,0,1,1,0,1,0
"Foul Play",1978,116,NA,6.6,2280,"",0,0,1,0,0,0,0
"Fountainhead, The",1949,114,NA,6.9,1121,"",0,0,0,1,0,0,0
"Four Feathers, The",2002,125,80000000,6.2,4400,"PG-13",0,0,0,1,0,0,0
"Four Musketeers, The",1974,108,NA,7,1564,"",1,0,1,0,0,1,0
"Four Rooms",1995,98,4000000,6,10675,"R",0,0,1,1,0,0,0
"Four Weddings and a Funeral",1994,117,6000000,7.2,17820,"R",0,0,1,1,0,1,0
"Fourth Protocol, The",1987,119,NA,6.2,1434,"",0,0,0,0,0,0,0
"Fox and the Hound, The",1981,83,NA,6.7,2709,"",0,1,0,1,0,0,0
"Foxfire",1996,102,NA,5.6,1558,"R",0,0,0,1,0,0,0
"Frailty",2001,100,11000000,7.4,10551,"R",0,0,0,1,0,0,0
"Frances",1982,140,NA,7.2,1094,"",0,0,0,1,0,0,0
"Frankenstein",1931,71,291000,7.9,6045,"",0,0,0,1,0,0,0
"Frankenstein",1994,123,45000000,6,6941,"R",0,0,0,1,0,0,0
"Frankenweenie",1984,29,NA,7.2,1244,"",0,0,1,0,0,0,1
"Frankie and Johnny",1991,118,NA,6.4,3946,"",0,0,1,1,0,1,0
"Frantic",1988,120,NA,6.6,7040,"",0,0,0,0,0,0,0
"Freaks",1932,64,310607,7.7,4134,"",0,0,0,1,0,0,0
"Freaky Friday",1976,95,NA,6.1,1424,"",0,0,1,0,0,0,0
"Freaky Friday",2003,97,26000000,6.9,8052,"PG",0,0,1,1,0,0,0
"Freddy Got Fingered",2001,87,15000000,3.5,9115,"R",0,0,1,0,0,0,0
"Freddy Vs. Jason",2003,97,25000000,6.1,11109,"R",1,0,0,0,0,0,0
"Freddy's Dead: The Final Nightmare",1991,93,5000000,4.3,3618,"R",0,0,1,0,0,0,0
"Free Enterprise",1998,116,NA,6.5,1119,"R",0,0,1,0,0,1,0
"Free Willy",1993,112,NA,5.2,3799,"",0,0,0,1,0,0,0
"Free Willy 2: The Adventure Home",1995,95,NA,4.3,1544,"PG",0,0,0,1,0,0,0
"Freejack",1992,110,NA,4.9,2928,"",1,0,0,0,0,0,0
"Freeway",1996,102,3000000,6.5,4961,"R",0,0,0,1,0,0,0
"French Connection II",1975,119,NA,6.5,1971,"",1,0,0,1,0,0,0
"French Connection, The",1971,104,1800000,7.8,11783,"",1,0,0,1,0,0,0
"French Kiss",1995,111,NA,6.2,7653,"PG-13",0,0,1,0,0,1,0
"French Lieutenant's Woman, The",1981,127,NA,6.8,1787,"",0,0,0,1,0,1,0
"Frenzy",1972,116,3500000,7.3,3698,"",0,0,0,0,0,0,0
"Frequency",2000,118,31000000,7.4,15317,"PG-13",0,0,0,1,0,0,0
"Fresa y chocolate",1994,108,NA,7.3,1022,"R",0,0,1,1,0,0,0
"Fresh",1994,114,NA,7.4,2057,"",0,0,0,1,0,0,0
"Freshman, The",1990,102,NA,6.5,3783,"",0,0,1,0,0,0,0
"Frida",2002,123,12000000,7.5,8614,"R",0,0,0,1,0,0,0
"Friday",1995,91,3500000,6.7,7020,"R",0,0,1,1,0,0,0
"Friday After Next",2002,85,20000000,4.9,1659,"R",0,0,1,0,0,0,0
"Friday Night Lights",2004,117,30000000,7,4290,"PG-13",0,0,0,1,0,0,0
"Friday the 13th",1980,95,700000,5.8,7475,"",0,0,0,0,0,0,0
"Friday the 13th Part 2",1981,87,1000000,4.9,3794,"",1,0,0,0,0,0,0
"Friday the 13th Part 3: 3D",1982,91,4000000,4.3,3239,"",0,0,0,0,0,0,0
"Friday the 13th Part VI: Jason Lives",1986,87,NA,4.7,2902,"",1,0,0,0,0,0,0
"Friday the 13th Part VII: The New Blood",1988,90,3500000,4.1,2625,"",0,0,0,1,0,0,0
"Friday the 13th Part VIII: Jason Takes Manhattan",1989,100,5000000,3.6,3248,"",0,0,0,0,0,0,0
"Friday the 13th: A New Beginning",1985,92,NA,3.5,2984,"",0,0,0,0,0,0,0
"Friday the 13th: The Final Chapter",1984,90,1800000,4.6,2975,"",0,0,0,0,0,0,0
"Fried Green Tomatoes",1991,130,NA,7.4,10777,"",0,0,1,1,0,0,0
"Friendly Persuasion",1956,137,3000000,7.5,1020,"",0,0,0,1,0,0,0
"Fright Night",1985,106,9000000,6.5,3601,"",0,0,1,0,0,0,0
"Frisco Kid, The",1979,122,NA,6,1364,"",0,0,1,0,0,0,0
"Fritz the Cat",1972,80,1000000,5.8,1109,"",1,1,1,1,0,0,0
"From Dusk Till Dawn",1996,108,20000000,6.8,28473,"R",1,0,1,0,0,0,0
"From Hell",2001,122,35000000,6.8,17292,"R",0,0,0,0,0,0,0
"From Here to Eternity",1953,118,1650000,7.9,5995,"",0,0,0,1,0,1,0
"From Justin to Kelly",2003,90,12000000,1.7,6517,"PG",0,0,1,0,0,1,0
"From Russia with Love",1963,115,2000000,7.3,10291,"",1,0,0,1,0,0,0
"Front Page, The",1974,105,4000000,7,1296,"",0,0,1,0,0,0,0
"Front, The",1976,95,NA,7.3,1306,"",0,0,1,1,0,0,0
"Fugitive, The",1993,130,44000000,7.7,48292,"",1,0,0,1,0,0,0
"Full Frontal",2002,101,2000000,5,3056,"R",0,0,1,1,0,1,0
"Full Metal Jacket",1987,116,30000000,8.2,47757,"",0,0,0,1,0,0,0
"Full Monty, The",1997,91,3500000,7.2,22115,"R",0,0,1,0,0,0,0
"Funeral, The",1996,99,NA,6.1,1586,"R",0,0,0,1,0,0,0
"Funny Bones",1995,128,NA,6.7,1171,"R",0,0,1,0,0,0,0
"Funny Face",1957,103,3000000,7.1,1673,"",0,0,1,0,0,1,0
"Funny Farm",1988,101,NA,5.4,2942,"",0,0,1,0,0,0,0
"Funny Games",1997,108,NA,7.2,2827,"",0,0,0,1,0,0,0
"Funny Girl",1968,155,14100000,7,1782,"",0,0,1,1,0,1,0
"Funny Thing Happened on the Way to the Forum, A",1966,99,NA,6.8,1620,"",0,0,1,0,0,0,0
"Fury",1936,90,NA,7.6,1110,"",0,0,0,1,0,0,0
"Fury, The",1978,118,5500000,6,1524,"",0,0,0,0,0,0,0
"Future War",1997,90,NA,1.6,1622,"",1,0,0,0,0,0,0
"G.I. Jane",1997,124,50000000,5.5,9116,"",1,0,0,1,0,0,0
"G.O.R.A.",2004,127,5000000,7.2,1561,"",0,0,1,0,0,0,0
"Galaxy Quest",1999,102,45000000,7.2,22341,"PG",0,0,1,0,0,0,0
"Gallipoli",1981,110,NA,7.6,6278,"",0,0,0,1,0,0,0
"Game of Death",1978,35,NA,5.3,1416,"",1,0,0,1,0,0,0
"Game, The",1997,128,50000000,7.6,28099,"R",0,0,0,0,0,0,0
"Gandhi",1982,188,22000000,8,15879,"",0,0,0,1,0,0,0
"Gangs of New York",2002,166,97000000,7.3,34808,"R",0,0,0,1,0,0,0
"Gangster No. 1",2000,103,NA,6.5,1730,"R",0,0,0,1,0,0,0
"Garden State",2004,109,2500000,8.1,23814,"R",0,0,1,1,0,1,0
"Garfield",2004,80,50000000,4.8,4775,"PG",0,1,1,0,0,0,0
"Gaslight",1944,114,NA,7.6,2608,"",0,0,0,1,0,0,0
"Gate, The",1987,85,NA,4.9,1087,"",0,0,0,0,0,0,0
"Gathering, The",2002,83,18000000,5.8,1033,"",0,0,0,0,0,0,0
"Gattaca",1997,101,36000000,7.6,26071,"PG-13",0,0,0,1,0,0,0
"Gattopardo, Il",1963,165,NA,7.7,1736,"",0,0,0,1,0,0,0
"Gauntlet, The",1977,109,5500000,6,2201,"",1,0,0,1,0,0,0
"Gazon maudit",1995,104,NA,6.5,1019,"R",0,0,1,0,0,0,0
"Gegen die Wand",2004,121,NA,8,2476,"",0,0,0,1,0,1,0
"General's Daughter, The",1999,116,60000000,6.1,11128,"R",0,0,0,1,0,0,0
"General, The",1927,83,NA,8.4,6644,"",1,0,1,0,0,1,0
"General, The",1998,124,NA,7.1,1598,"R",0,0,0,1,0,0,0
"Gentleman's Agreement",1947,118,2000000,7.4,1173,"",0,0,0,1,0,1,0
"Gentlemen Prefer Blondes",1953,91,NA,7.2,2451,"",0,0,1,0,0,1,0
"George Lucas in Love",1999,8,NA,7.2,1217,"",0,0,1,0,0,1,1
"George of the Jungle",1997,92,55000000,5.5,6430,"PG",0,0,1,0,0,0,0
"Geri's Game",1997,4,NA,7.5,1257,"",0,1,1,0,0,0,1
"Geronimo: An American Legend",1993,115,50000000,6.2,1233,"",0,0,0,1,0,0,0
"Gerry",2002,105,3500000,6,1944,"R",0,0,0,1,0,0,0
"Get Carter",1971,112,NA,7.4,3184,"",1,0,0,1,0,0,0
"Get Carter",2000,104,40000000,4.7,4927,"R",1,0,0,1,0,0,0
"Get Over It",2001,87,10000000,5.7,3561,"PG-13",0,0,1,0,0,1,0
"Get Shorty",1995,105,30250000,7,14825,"R",0,0,1,1,0,0,0
"Get on the Bus",1996,120,2400000,6.6,1142,"R",0,0,0,1,0,0,0
"Getaway, The",1972,122,3352254,7.3,2843,"",1,0,0,1,0,0,0
"Getaway, The",1994,116,NA,5.5,3111,"R",1,0,0,1,0,0,0
"Gettysburg",1993,259,25000000,7.5,5191,"",0,0,0,1,0,0,0
"Ghost",1990,128,22000000,6.8,19005,"",0,0,0,1,0,1,0
"Ghost Busters",1984,107,30000000,7.5,29762,"",0,0,1,0,0,0,0
"Ghost Dad",1990,83,NA,3.8,1214,"",0,0,1,0,0,0,0
"Ghost Dog: The Way of the Samurai",1999,116,NA,7.5,13542,"R",1,0,0,1,0,0,0
"Ghost Ship",2002,91,35000000,5.3,8399,"R",0,0,0,0,0,0,0
"Ghost World",2000,111,7000000,7.8,17976,"R",0,0,1,1,0,0,0
"Ghost and Mrs. Muir, The",1947,104,NA,7.8,2058,"",0,0,0,0,0,1,0
"Ghost and the Darkness, The",1996,109,55000000,6.4,8360,"R",1,0,0,1,0,0,0
"Ghostbusters II",1989,103,NA,5.7,14552,"",1,1,1,0,0,0,0
"Ghosts of Mars",2001,98,28000000,4.6,6368,"R",1,0,0,0,0,0,0
"Ghosts of Mississippi",1996,130,36000000,6.4,2268,"",0,0,0,1,0,0,0
"Giant",1956,201,5400000,7.5,4210,"",0,0,0,1,0,0,0
"Gift, The",2000,111,10000000,6.8,12440,"R",0,0,0,1,0,0,0
"Gigi",1958,119,3319355,7,1956,"",0,0,1,0,0,1,0
"Gigli",2003,121,54000000,2.3,11285,"R",0,0,1,0,0,1,0
"Gilda",1946,110,NA,7.6,2525,"",0,0,0,1,0,0,0
"Gimme Shelter",1970,91,NA,7.6,1229,"",0,0,0,0,1,0,0
"Ging chaat goo si",1985,90,NA,7.4,1644,"",1,0,1,0,0,0,0
"Ginger Snaps",2000,110,5000000,6.8,3968,"",0,0,1,0,0,0,0
"Ginger Snaps: Unleashed",2004,94,3500000,6.6,1118,"R",0,0,0,0,0,0,0
"Gingerbread Man, The",1998,114,25000000,5.7,2806,"R",0,0,0,0,0,0,0
"Girl 6",1996,108,12000000,5,1453,"R",0,0,1,1,0,0,0
"Girl Next Door, The",2004,110,NA,6.8,10452,"R",0,0,1,0,0,1,0
"Girl with a Pearl Earring",2003,100,NA,7.3,6391,"PG-13",0,0,0,1,0,0,0
"Girl, Interrupted",1999,127,24000000,7,16362,"R",0,0,0,1,0,0,0
"Girlfight",2000,110,NA,7,2418,"R",0,0,0,1,0,0,0
"Girls Just Want to Have Fun",1985,90,NA,5.4,1346,"",0,0,1,0,0,0,0
"Giulietta degli spiriti",1965,137,NA,7.3,1091,"",0,0,1,1,0,1,0
"Gladiator",1992,101,NA,5.7,1012,"",1,0,0,1,0,0,0
"Gladiator",2000,155,103000000,8,92495,"R",1,0,0,1,0,0,0
"Gleaming the Cube",1989,105,NA,5.4,1062,"",1,0,0,1,0,0,0
"Glen or Glenda",1953,69,NA,3.4,1533,"",0,0,0,1,0,0,0
"Glengarry Glen Ross",1992,100,NA,7.8,11485,"",0,0,0,1,0,0,0
"Glenn Miller Story, The",1953,115,NA,7.2,1181,"",0,0,0,1,0,0,0
"Glimmer Man, The",1996,88,NA,4.8,2606,"R",1,0,0,1,0,0,0
"Glitter",2001,104,22000000,2.1,5209,"PG-13",0,0,0,1,0,1,0
"Gloria",1999,108,30000000,4.9,1144,"R",0,0,0,1,0,0,0
"Glory",1989,122,18000000,8.1,21861,"",1,0,0,1,0,0,0
"Go",1999,103,6500000,7.4,20663,"R",0,0,1,0,0,0,0
"Godfather, The",1972,175,6000000,9.1,122755,"",0,0,0,1,0,0,0
"Godfather: Part II, The",1974,200,13000000,8.9,71363,"",0,0,0,1,0,0,0
"Godfather: Part III, The",1990,169,54000000,7.3,22385,"",0,0,0,1,0,0,0
"Gods Must Be Crazy II, The",1989,98,NA,5.9,1252,"",0,0,1,0,0,0,0
"Gods Must Be Crazy, The",1980,109,NA,6.8,5581,"",1,0,1,0,0,0,0
"Gods and Generals",2003,209,56000000,5.7,3002,"PG-13",1,0,0,1,0,0,0
"Gods and Monsters",1998,105,3500000,7.6,9020,"R",0,0,0,1,0,0,0
"Godsend",2004,102,NA,4.8,3981,"PG-13",0,0,0,1,0,0,0
"Godzilla",1998,133,125000000,4.4,22695,"",1,0,0,0,0,0,0
"Gohatto",1999,100,NA,7,1445,"",0,0,0,1,0,0,0
"Going Overboard",1989,99,NA,2.1,1351,"",0,0,1,0,0,0,0
"Gojira",1954,98,1000000,6.9,1106,"",1,0,0,1,0,0,0
"Gojira ni-sen mireniamu",1999,99,1000000,5.6,1150,"PG",1,0,0,0,0,0,0
"Gold Rush, The",1925,82,923000,8.3,6429,"",0,0,1,0,0,0,0
"Golden Bowl, The",2000,130,15000000,6,1145,"R",0,0,0,1,0,0,0
"Golden Child, The",1986,94,NA,5.3,6056,"",1,0,1,0,0,0,0
"GoldenEye",1995,130,80000000,6.8,22991,"PG-13",1,0,0,0,0,0,0
"Goldfinger",1964,112,3000000,7.8,19754,"",1,0,0,0,0,0,0
"Gone Fishin'",1997,94,53000000,3.8,1884,"PG",0,0,1,0,0,0,0
"Gone in Sixty Seconds",2000,117,90000000,5.7,25400,"PG-13",1,0,0,0,0,0,0
"Gone with the Wind",1939,233,3900000,8.1,28836,"",0,0,0,1,0,1,0
"Gong fu",2004,99,20000000,7.9,5299,"R",1,0,1,0,0,0,0
"Gongdong gyeongbi guyeok JSA",2000,110,NA,7.6,1589,"",0,0,0,1,0,0,0
"Good Advice",2001,93,NA,6.1,1296,"R",0,0,1,0,0,1,0
"Good Burger",1997,103,9000000,4,1714,"PG",0,0,1,0,0,0,0
"Good Bye Lenin!",2003,121,NA,7.8,9334,"R",0,0,1,1,0,1,0
"Good Girl, The",2002,93,5000000,6.9,8254,"R",0,0,1,1,0,0,0
"Good Morning, Vietnam",1987,119,13000000,7.1,13823,"",0,0,1,1,0,0,0
"Good Son, The",1993,87,NA,5.7,3468,"",0,0,0,1,0,0,0
"Good Will Hunting",1997,126,10000000,7.8,60858,"R",0,0,0,1,0,0,0
"Goodbye Girl, The",1977,110,NA,7.2,2053,"",0,0,1,0,0,1,0
"Goodbye Lover",1998,102,NA,5.4,1122,"R",0,0,1,0,0,0,0
"Goodbye, Mr. Chips",1939,114,NA,7.9,1780,"",0,0,0,1,0,0,0
"Goodfellas",1990,145,25000000,8.6,68219,"",0,0,0,1,0,0,0
"Goofy Movie, A",1995,78,NA,6.2,1488,"",0,1,1,0,0,1,0
"Goonies, The",1985,114,19000000,7.2,18895,"",0,0,1,0,0,0,0
"Gorillas in the Mist: The Story of Dian Fossey",1988,129,NA,6.8,3443,"",0,0,0,1,0,0,0
"Gorky Park",1983,130,NA,6.6,2217,"",0,0,0,1,0,0,0
"Gosford Park",2001,137,15000000,7.3,16831,"R",0,0,0,1,0,0,0
"Gotcha!",1985,101,NA,5.7,1387,"",1,0,0,0,0,0,0
"Gothic",1986,87,NA,5.1,1180,"",0,0,0,1,0,0,0
"Gothika",2003,98,40000000,5.8,10524,"R",0,0,0,0,0,0,0
"Graduate, The",1967,105,3000000,8.2,27555,"",0,0,1,1,0,1,0
"Grand Canyon",1991,134,NA,6.7,4350,"",0,0,0,1,0,0,0
"Grand Hotel",1932,112,700000,7.5,1807,"",0,0,0,1,0,1,0
"Grand bleu, Le",1988,119,NA,7.4,8055,"",0,0,0,1,0,1,0
"Grande bouffe, La",1973,135,NA,7.1,1096,"NC-17",0,0,0,1,0,0,0
"Grande illusion, La",1937,114,NA,8.3,5020,"",0,0,0,1,0,0,0
"Grande vadrouille, La",1966,132,NA,7.7,1258,"",0,0,1,0,0,0,0
"Grapes of Wrath, The",1940,128,NA,8.2,7855,"",0,0,0,1,0,0,0
"Graveyard Shift",1990,89,10500000,3.8,1074,"",0,0,0,0,0,0,0
"Grease",1978,110,6000000,6.8,22214,"",0,0,1,0,0,1,0
"Grease 2",1982,115,NA,3.4,5728,"",0,0,1,1,0,1,0
"Great Balls of Fire!",1989,108,NA,5.8,2265,"",0,0,0,1,0,0,0
"Great Dictator, The",1940,124,2000000,8.4,10465,"",0,0,1,0,0,0,0
"Great Escape, The",1963,172,4000000,8.3,20075,"",1,0,0,1,0,0,0
"Great Expectations",1946,118,NA,8.1,2340,"",0,0,0,1,0,0,0
"Great Expectations",1998,111,NA,6.4,8139,"R",0,0,0,1,0,1,0
"Great Gatsby, The",1974,144,6500000,6.1,2419,"",0,0,0,1,0,1,0
"Great Mouse Detective, The",1986,73,NA,6.9,1490,"",1,1,0,0,0,0,0
"Great Muppet Caper, The",1981,95,NA,6.7,1924,"",0,0,1,0,0,0,0
"Great Outdoors, The",1988,91,NA,5.7,3469,"",0,0,1,0,0,0,0
"Great Race, The",1965,160,12000000,6.9,2248,"",1,0,1,0,0,0,0
"Great Santini, The",1979,115,NA,7.2,1203,"",0,0,0,1,0,0,0
"Great White Hype, The",1996,91,NA,5.3,1699,"",0,0,1,0,0,0,0
"Greatest Show on Earth, The",1952,152,4000000,6.7,1361,"",0,0,0,1,0,1,0
"Greatest Story Ever Told, The",1965,225,20000000,6,1097,"",0,0,0,1,0,0,0
"Greed",1924,239,NA,8.3,1539,"",0,0,0,1,0,0,0
"Greedy",1994,113,NA,5.7,2119,"",0,0,1,0,0,0,0
"Green Berets, The",1968,141,7000000,4.9,1851,"",1,0,0,1,0,0,0
"Green Card",1990,107,NA,6,5175,"",0,0,1,1,0,1,0
"Green Mile, The",1999,188,60000000,8.1,60142,"R",0,0,0,1,0,0,0
"Gregory's Girl",1981,91,NA,7,1398,"",0,0,1,0,0,1,0
"Gremlins",1984,106,11000000,6.8,15044,"",1,0,1,0,0,0,0
"Gremlins 2: The New Batch",1990,106,50000000,5.9,7780,"",0,0,1,0,0,0,0
"Grey Zone, The",2001,108,5000000,7.3,1553,"R",0,0,0,1,0,0,0
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,143,NA,5.9,3360,"",0,0,0,1,0,1,0
"Gridlock'd",1997,91,NA,6.8,1860,"",0,0,1,1,0,0,0
"Grifters, The",1990,110,NA,7.1,4999,"",0,0,0,1,0,0,0
"Grind",2003,105,NA,4.5,1244,"PG-13",0,0,1,0,0,0,0
"Groove",2000,86,500000,6,1171,"R",0,0,0,1,0,0,0
"Gross Anatomy",1989,109,NA,5.8,1008,"",0,0,0,1,0,0,0
"Grosse Pointe Blank",1997,107,15000000,7.4,20400,"R",0,0,1,0,0,1,0
"Groundhog Day",1993,101,NA,8,44819,"PG",0,0,1,0,0,1,0
"Grudge, The",2004,92,10000000,5.9,11441,"PG-13",0,0,0,0,0,0,0
"Grumpier Old Men",1995,101,25000000,6.2,3711,"PG-13",0,0,1,0,0,1,0
"Grumpy Old Men",1993,103,NA,6.7,5857,"",0,0,1,0,0,0,0
"Guarding Tess",1994,96,NA,6,2770,"",0,0,1,1,0,0,0
"Guerre du feu, La",1981,100,12500000,7.1,2059,"",0,0,0,1,0,0,0
"Guess Who",2005,106,NA,4.9,1355,"PG-13",0,0,1,0,0,1,0
"Guess Who's Coming to Dinner",1967,108,4000000,7.5,3892,"",0,0,1,1,0,1,0
"Guest House Paradiso",1999,89,NA,5.1,1491,"R",0,0,1,0,0,0,0
"Guilty by Suspicion",1991,105,NA,6.3,1565,"",0,0,0,1,0,0,0
"Gummo",1997,89,NA,5.6,3177,"R",0,0,0,1,0,0,0
"Gun Shy",2000,101,10000000,5.4,1701,"R",0,0,1,0,0,1,0
"Gunfight at the O.K. Corral",1957,122,NA,7.2,1394,"",0,0,0,0,0,0,0
"Gunfighter, The",1950,85,NA,7.5,1029,"",0,0,0,1,0,0,0
"Gung Ho",1986,111,NA,5.8,2167,"",0,0,1,1,0,0,0
"Gunga Din",1939,117,1910000,7.6,1988,"",1,0,1,0,0,0,0
"Guns of Navarone, The",1961,156,6000000,7.6,5157,"",1,0,0,1,0,0,0
"Guru, The",2002,94,11000000,5.9,3505,"R",0,0,1,0,0,1,0
"Guy Thing, A",2003,101,20000000,5.3,2885,"PG-13",0,0,1,0,0,1,0
"Guys and Dolls",1955,152,5500000,7.2,1988,"",0,0,1,0,0,1,0
"Hable con ella",2002,112,NA,8.1,12609,"R",0,0,0,1,0,0,0
"Hackers",1995,107,NA,5.8,10520,"PG-13",0,0,0,0,0,0,0
"Haine, La",1995,96,NA,7.8,5714,"",0,0,0,1,0,0,0
"Hair",1979,121,11000000,6.8,4248,"",0,0,1,1,0,0,0
"Hairspray",1988,92,2000000,6.6,2752,"",0,0,1,1,0,0,0
"Hak hap",1996,102,NA,5.7,2115,"R",1,0,0,0,0,0,0
"Half Baked",1998,73,NA,6.1,6119,"R",0,0,1,0,0,0,0
"Half Past Dead",2002,98,30000000,3.9,2099,"PG-13",1,0,0,0,0,0,0
"Halloween",1978,101,325000,7.7,19248,"",0,0,0,0,0,0,0
